"type","age","simulation","node","exist","N_nodes"
"consensus",1,11,63,44,TRUE
"consensus",1,11,64,44,TRUE
"consensus",1,11,66,44,TRUE
"consensus",1,11,67,44,TRUE
"consensus",1,11,68,44,FALSE
"consensus",1,11,69,44,TRUE
"consensus",1,11,70,44,TRUE
"consensus",1,11,75,44,TRUE
"consensus",1,11,76,44,TRUE
"consensus",1,11,77,44,TRUE
"consensus",1,11,78,44,TRUE
"consensus",1,11,79,44,TRUE
"consensus",1,11,80,44,TRUE
"consensus",1,11,81,44,TRUE
"consensus",1,11,82,44,TRUE
"consensus",1,11,83,44,TRUE
"consensus",1,11,84,44,TRUE
"consensus",1,11,85,44,TRUE
"consensus",1,11,86,44,TRUE
"consensus",1,11,87,44,TRUE
"consensus",1,11,88,44,TRUE
"consensus",10,11,51,27,TRUE
"consensus",10,11,52,27,FALSE
"consensus",10,11,53,27,TRUE
"consensus",10,11,54,27,TRUE
"consensus",10,11,55,27,TRUE
"consensus",10,11,56,27,TRUE
"consensus",10,11,57,27,TRUE
"consensus",10,11,58,27,TRUE
"consensus",10,11,59,27,TRUE
"consensus",10,11,60,27,TRUE
"consensus",10,11,61,27,TRUE
"consensus",10,11,62,27,TRUE
"consensus",10,11,73,27,TRUE
"consensus",10,11,74,27,TRUE
"consensus",10,11,75,27,FALSE
"consensus",10,11,76,27,TRUE
"consensus",10,11,77,27,FALSE
"consensus",11,11,51,26,TRUE
"consensus",11,11,52,26,TRUE
"consensus",11,11,53,26,TRUE
"consensus",11,11,54,26,TRUE
"consensus",11,11,55,26,TRUE
"consensus",11,11,56,26,TRUE
"consensus",11,11,57,26,TRUE
"consensus",11,11,58,26,TRUE
